,paper_id,financial_name,financial_code,type
8086,4574,"United States Department of Agriculture - Agricultural Research Service, CRIS project",8042-21000-268-00D,
8087,4575,"Ministry for Business, Innovation Employment",,
8088,4575,Beef + Lamb NZ,,
8089,4575,FonterraFonterra,,
8090,4575,Ministry for Primary Industries,,
8091,4575,Sustainable Farming Fund,,
8092,4575,DairyNZ,,
8093,4576,National Key R&D Program of China,2017YFE0104300,
8094,4577,Sao Paulo Research FoundationFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP),2014/11460-5,
8095,4578,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31730093, 31470503",
8096,4578,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,lzujbky-2018-k01,
8097,4580,Regione Lombardia D.G. Attivita Produttive Ricerca e Innovazione - Struttura Asse 1 POR FSE 2007-2013,4344853,
8098,4580,CARIPLO FoundationFondazione Cariplo,"2013-1727, 2016-0723",
8099,4580,"Italian Ministry of Education, University and Research (MIUR): Dipartimenti di Eccellenza Program (2018-2022) - Dept. of Biology and Biotechnology ""L. Spallanzani"", University of PaviaMinistry of Education, Universities and Research (MIUR)",,
8100,4580,"Fundacao para a Ciencia e a Tecnologia (Lisbon, Portugal)Portuguese Foundation for Science and Technology","UID/Multi/04551/2013, SFRH/BPD/108032/2015, DL57",
8101,4580,COST Action: 'The quest for tolerant varieties: phenotyping at plant and cell level',FA1306,
8102,4580,IUSS-Scuola Universitaria Superiore Pavia,,
8103,4581,National Science FoundationNational Science Foundation (NSF),IOS-1354422,
8104,4582,Natural Sciences and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada,,
8105,4582,Saskatchewan Agriculture Strategic Research Program Fund,,
8106,4582,Agricultural Development Fund (ADF),,
8107,4582,SaskMilk,,
8108,4582,Saskatchewan Forage Network (SNK),,
8109,4582,Western Grain Research Foundation (WGRF),,
8110,4582,SaskPulse Growers,,
8111,4582,SaskCanola,,
8112,4582,POGA,,
8113,4583,"Swine Industrial Innovation Team of the Shandong Modern Agricultural Industrial and Technical System, China",SDAIT-08-05,
8114,4583,"Funds of Shandong ""Double Tops"" Program",,
8115,4584,Natural Science Foundation of ChinaNational Natural Science Foundation of China,31460630,
8116,4584,Gansu Agricultural University,GSAU-XKJS-2018-013,
8117,4584,"Department of Jobs, Precincts and Regions, Victoria, Australia",,
8118,4585,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"41571210, 41771250",
8119,4585,Technology Development Project of Jilin province,20180201012SF,
8120,4585,National Key Research and Development program of China,2016YFC0501200,
8121,4585,National Science and Technology Basic Work of China,2015FY110500,
8122,4585,National Natural Science Foundation (NSCF),41701335,
8123,4586,"Consejeria de Economia, Innovacion, Ciencia y Empleo, Junta de AndaluciaJunta de Andalucia",RNM07274,
8124,4586,Ministerio de Ciencia e InnovacionInstituto de Salud Carlos IIISpanish Government,BIO2009-7766,
8125,4587,"Ministry of Science and Technology of ChinaMinistry of Science and Technology, China","2016YFD0100500, 2015CB943500",
8126,4587,National Natural Science Foundation of Shandong Province,"ZR2018ZC0334, ZR2019MC013, 31671507, 31371235",
8127,4587,1000-Talents Plan from China for Young Researchers,,
8128,4588,German Federal Ministry of Food and Agriculture (BMEL) through the Federal Office for Agriculture and Food (BLE),2815ERA02K,
8129,4588,German Egyptian research long term scholarship,,
8130,4588,JKI,,
8131,4589,US Department of Agriculture-National Institute of Food and Agriculture-Alfalfa and Forage Research Program,2016-06109,
8132,4589,Utah Agricultural Experiment Station,UTAO-1228,
8133,4590,"French Laboratory of Excellence Project ""TULIP""",ANR-10-LABX-41,
8134,4590,Agence Nationale de la RechercheFrench National Research Agency (ANR),STAYPINK-ANR-15-CE20-0005,
8135,4590,National Institute for Applied Sciences (INSA-Toulouse),,
8136,4591,NSF MCB Award,1024976,
8137,4591,Oklahoma Center for the Advancement of Science and Technology (OCAST),PSB10-027,
8138,4591,University of Missouri,,
8139,4591,Samuel Roberts Noble Foundation,,
8140,4591,Bruker Daltonics Gmbh,,
8141,4591,"NSF-JST Metabolomics for a Low Carbon Society, IOS Award","IOS-1139489, IOS-1639618",
8142,4591,NSF MRI DBI Award,1126719,
8143,4591,NSF RCN AwardNational Science Foundation (NSF),1340058,
8144,4592,Major State Basic Research and Development ProgramNational Basic Research Program of China,2014CB138703,
8145,4592,National Nature Science Foundation of ChinaNational Natural Science Foundation of China,31670305,
8146,4593,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31302019, 31470571",
8147,4593,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,"2016T90307, 2015M571430",
8148,4593,University Nursing Program for Young Scholars with Creative Talents in Heilongjiang Province,UNPYST-2016071,
8149,4593,MOST 863 ProjectNational High Technology Research and Development Program of China,2013AA102607-5,
8150,4593,Heilongjiang Province Postdoctoral Science FoundationChina Postdoctoral Science Foundation,LBH-Z14126,
8151,4595,"USDA, ARS, Dairy Forage Research CenterUnited States Department of Agriculture (USDA)USDA Agricultural Research Service",427046,
8152,4595,University of Arkansas,427046,
8153,4595,USDA National Institute for Food and Agriculture,1005233,
8154,4596,KU research professor program,,
8155,4597,Austrian Research Promotion Agency (FFG),,
8156,4598,CNRST Morocco,PPR2/2016/42,
8157,4598,Ministerio de Economia y Competitividad (MINECO) - FEDER,CGL2016-75550-R,
8158,4600,German Equine Veterinary Association (GPM),,
8159,4601,Tunisian Ministry of Higher Education and Scientific Research,,
8160,4602,Pastoral Greenhouse Gas Research Consortium (PGgRc),,
8161,4602,New Zealand Agricultural Greenhouse Gas Research Centre (NZAGRC),,
8162,4602,Sustainable Land Management and Climate Change Program (SLMACC),,
8163,4602,Beef and Lamb New Zealand,,
8164,4604,Biotechnology Risk Assessment Grant Program competitive grant from the USDA National Institute of Food and Agriculture,2013-33522-20999,
8165,4604,"United States Department of Agriculture, Agricultural Research ServiceUnited States Department of Agriculture (USDA)",,
8166,4605,Beijing Natural Science FoundationBeijing Natural Science Foundation,6184047,
8167,4605,Modern Agricultural Industry Technology Research System,CARS34,
8168,4605,Fundamental Research Funds for Central Non-profit Scientific Institution,2018-YWF-YB-4,
8169,4605,Agricultural Science and Technology Innovation Program,ASTIP-IAS10,
8170,4606,Biotechnology Risk Assessment Grant Program Competitive from the USDA National Institute of Food and Agriculture,2011-33522-30733,
8171,4607,University of FloridaUniversity of Florida,HCS-1902,
8172,4607,Forage Genetics International,,
8173,4607,Monsanto Company,,
8174,4609,"Leibniz Association (SAW-PAKT ""Chemical Communication in the Rhizosphere"")",,
8175,4609,BRAVE project - ERASMUS MUNDUS Action 2 program of the European Union,,
8176,4610,Argentine Agencia Nacional de Promocion Cientifica y TecnologicaANPCyT,PID 2013-0038,
8177,4611,Agro-scientific Research in the Public Interest,201303057,
8178,4611,China Agriculture Research System grant,CARS-34,
8179,4611,Yunnan Province High-Tech Talents Introduction Project,2012HA012,
8180,4611,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,lzujbky-2017-k02,
8181,4611,"111 ProjectMinistry of Education, China - 111 Project",B12002,
8182,4611,Academician workstation of Zhibiao Nan,2018IC074,
8183,4612,Russian Science FoundationRussian Science Foundation (RSF),16-16-10035,
8184,4613,"Callaghan Innovations-R&D Growth Grant Programme (Wellington, New Zealand)",,
8185,4613,"Fiber Fresh Feed Ltd. (Reporoa, New Zealand)",,
8186,4613,"AgResearch PreSeed Fund (Hamilton, New Zealand)",,
8187,4614,Natural Science Foundation of the Science and Technology Development Program of Jilin Province of China,20190201158JC,
8188,4614,13th Five-year Plan for Scientific and Technological Research Projects of the Education Department of Jilin Province of China,JJKH20190912KJ,
8189,4614,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31601972,
8190,4615,European UnionEuropean Union (EU),"SEM 03/204/017, 177/MAR",
8191,4616,"Italian Ministry of University and ResearchMinistry of Education, Universities and Research (MIUR)",,
8192,4616,Compagnia di Sanpaolo (project REPROGRAM - Progetti di Ateneo 2012)Compagnia di San Paolo,01,
8193,4616,Compagnia di Sanpaolo (University of Turin),,
8194,4616,"Compagnia di Sanpaolo (COST Action, Short Term Scientific Missions)",FA1206,
8195,4617,Misnisterio de Economia y Competitividad,AGL 2013-42778-P,
8196,4617,Plan Andaluz de Investigacion,AGR-139,
8197,4618,Fundo Europeu de Desenvolvimento Regional through the COMPETE - Operational Program for Competitiveness,,
8198,4618,Fundacao para a Ciencia e a TecnologiaPortuguese Foundation for Science and Technology,"FCOMP-01-0124-FEDER-028335, PTDC/BIA-PLA/2291/2012, PTDC/BIA-FBT/27915/2017",
8199,4618,"Portuguese Mass Spectrometry Network, integrated in the National Roadmap of Research Infrastructures of Strategic Relevance","ROTEIRO/0028/2013, LISBOA-01-0145-FEDER-022125",
8200,4618,FCTPortuguese Foundation for Science and Technology,SFRH/BD/88406/2012,
8201,4618,European social fund (ESF) through the program POCHEuropean Social Fund (ESF),SFRH/BPD/118147/2016,
8202,4619,National Key RD Projects,2017YFD0502102-02,
8203,4619,2018 Big Pig-producing County Reward Funds (Research and promotion of key technologies for healthy feeding of pigs and resource utilization of manure pollution),,
8204,4619,National Natural Science Foundation of China ProjectNational Natural Science Foundation of China,31702177,
8205,4619,Forestry Science Technology and Innovation Commission,2018KJCX001,
8206,4620,Texas A&M University Chancellor Research Initiative Fund,,
8207,4621,National Science Centre in Poland,DEC-2017/01/X/NZ9/00206,
8208,4622,University of Atacama,DIUDA 22304,
8209,4622,DIUDA,22321,
8210,4624,FNRLuxembourg National Research Fund,,
8211,4624,FWOFWO,,
8212,4624,FNR/FWO,INTER/FWO/12/14,
8213,4625,Natural Science Foundation of China (NSFC)National Natural Science Foundation of China,"41701066, U1703244, 41601073",
8214,4625,State Key Laboratory of Frozen Soil Engineering,"52Y552J71, 52Y652J31",
8215,4626,Heilongjiang Province Youth Fund,QC2015027,
8216,4626,National Key Research and Development Program of China,2017YFD0200604,
8217,4627,Ministry of Higher Education and Scientific ResearchMinistry of Higher Education & Scientific Research (MHESR),UR/13 ES-73,
8218,4628,"Biotechnology Research Center, Tripoli",,
8219,4629,Montana Agricultural Experiment Station,MONB00113,
8220,4629,"Multistate Research Project, Enhancing the Competitiveness of U.S. Beef","W4177, MONB00195",
8221,4630,BBSRCBiotechnology and Biological Sciences Research Council (BBSRC),"BB/P002145/1, BB/G014159/1, BB/H109502/1",
8222,4630,"DefraDepartment for Environment, Food & Rural Affairs (DEFRA)",WU0128,
8223,4630,BBSRC through the MIBTP,,
8224,4630,Warwick Chancellor's International Scholarship,,
8225,4631,"Ministry of Science and Technology of ChinaMinistry of Science and Technology, China",2015CB943500,
8226,4631,Major Program of Shandong Province Natural Science Foundation,ZR2018ZC0334,
8227,4631,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31671507, 31371235",
8228,4631,1000-Talents Plan from China for Young Researchers,,
8229,4632,USDA-ARSUnited States Department of Agriculture (USDA),NP303,
8230,4632,CDFA Specialty Crops Block Grant Program,SCB14051,
8231,4632,California Grapevine Rootstock Improvement Commission,,
8232,4632,CDFA Pierce's Disease/GWSS Program,17-0460-000-SA,
8233,4633,Tehran Water and wastewater treatment and provision center,,
8234,4634,"New Zealand Ministry of Business, Innovation and EmploymentNew Zealand Ministry of Business, Innovation and Employment (MBIE)",,
8235,4635,Ricerca di Base 2018,,
8236,4636,China Agriculture Research System,CARS-34-07,
8237,4637,National Key Basic Research Program of ChinaNational Basic Research Program of China,2016YFC0500703,
8238,4637,Human Resources and Social Security Department of Jilin Province,2016-28,
8239,4637,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31670446, 31270444",
8240,4637,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,Y821RE1001,
8241,4637,Major State Basic Research Development Program of ChinaNational Basic Research Program of China,2015CB150801,
8242,4640,"National Science Foundation, USANational Science Foundation (NSF)","DBI-0703285, IOS-1127155, IOS-1733470",
8243,4640,Noble Research Institute,,
8244,4641,United States Department of AgricultureUnited States Department of Agriculture (USDA),,
8245,4641,National Institute of Food and Agriculture - NIFA Award,2016-67019-25086,
8246,4641,"Utah Agricultural Experiment Station, Irrigated Pasture Project",UTA1321,
8247,4642,Microscopy and Analytical Biochemistry Platforms - Sophia Agrobiotech Institute - INRA,1355-UNS-CNRS 7254-INRA PACA,
8248,4642,IMAGEEN program from the European Communities,,
