keyword,freq
PHARMACOLOGICAL EVIDENCE,0
PHASEOLUS-COCCINEUS,0
PHD FINGER,0
PHENACOCCUS-MANIHOTI,0
PGPR traits,0
Fusarium sp.,0
PHENANTHRENE CATABOLISM,0
PHENAZINE COMPOUNDS,0
PHENES,0
PHENOLIC GLYCOSIDES,0
Fusarium solani f. sp cucurbitae,0
PHENOTYPIC CHARACTERISTICS,0
Fungal root endophytes,0
PH GRADIENT,0
PGPR microbial inoculants,0
PERMEABLE CHANNELS,0
PETAL INFESTATION,0
PERMEASE AUX1,0
GALACTOLIPID SYNTHESIS,0
PERSICIVIRGA-ULVANIVORANS,0
PERSISTENT ORGANIC POLLUTANTS,0
PERSONAL CARE PRODUCTS,0
PERSONALITY,0
PEST REGULATION,0
PESTICIDE METABOLISM,0
PETALOSTEMON PURPUREUS,0
PGPB traits,0
PETIOLULE-LIKE PULVINUS,0
GALACTOGLUCAN BIOSYNTHESIS,0
PETROLEUM-CONTAMINATED SOIL,0
GAGA-binding protein,0
G-CSF,0
PFJ (pre-fermented juice),0
PFKA,0
G-BOX,0
Minor veins,0
Minerals and vitamins,0
Co-existence,0
LINEAGES,0
LIFE-HISTORY,0
LIFE-HISTORY TRAITS,0
LIFE-SPAN,0
LIFE-TABLE DATA,0
High-throughput sequencing,0
LIGAND-BINDING DOMAIN,0
High-throughput,0
LIGHT PENETRATION,0
LIGHT QUALITY,0
LIGNAN BIOSYNTHESIS,0
LIGNANS,0
Heteropogon contortus,0
LIGNIN IMPACT,0
LIGNINOLYTIC ENZYMES,0
Herbivory tolerance,0
LIGNOCELLULOSIC MATERIALS,0
LIMA-BEAN LEAVES,0
LIMITING FLUX,0
LIMITING WATER RANGE,0
Hippodamia convergens,0
LI-ION,0
LFY/UNI/SGL1,0
LETHAL TOXICITY,0
LEP.,0
Holstein and Jersey cows,0
LEPIDUS COLEOPTERA,0
LEPTINOTARSA-DECEMLINEATA,0
LEPTINOTARSA-DECEMLINEATA COLEOPTERA,0
LEPTOSPHAERIA-MACULANS,0
LEPTOSPHAERULINA-TRIFOLII,0
LESSONS,0
Historically contaminated soil,0
LEYMUS-CHINENSIS SILAGE,0
LETTUCE FIELDS,0
Histopathology,0
LEUCINE-RICH REPEAT,0
LEUCOANTHOCYANIDIN 4-REDUCTASE,0
LEUNIG (LUG),0
LEVEL PHYSIOLOGICAL PROFILES,0
Histone H3 dephosphorylation,0
LEXICON,0
Herbicides,0
LINEOLARIS HEMIPTERA,0
Mineral nutrients,0
LINEOLARIS HETEROPTERA,0
LITHOSPERMUM-ERYTHRORHIZON,0
LITTER DECOMPOSITION,0
LITTER SIZE,0
LIVE WEIGHT-GAIN,0
LIVE YEAST SUPPLEMENTATION,0
Hemibiotroph,0
LIVER-ENZYMES,0
LIVER-INJURY,0
LIVER-X-RECEPTOR,0
Heme oxygenase 2,0
LIVESTOCK BUILDINGS,0
Hematology,0
Helminth eggs,0
LJSYM4 GENE,0
Helianthus annus,0
Heavymetals,0
LOCAL COEXPRESSION DOMAINS,0
LOCAL SOILS,0
LOCI ANALYSIS,0
LITHIUM-THERAPY,0
Hemicellulose adsorption,0
Heminic pigment,0
LIPID-COMPOSITION,0
Herbicide-tolerant crops,0
Herbal Additives,0
Hepatoprotection,0
LINYPHIID SPIDERS,0
Hepatocytes,0
LIPID POLYESTER,0
LIPID RAFTS,0
LIPID-A,0
LIPO-OLIGOSACCHARIDE SIGNALS,0
LIQUIRITIGENIN,0
LIPOPEPTIDES,0
LIPOPEROXIDATION,0
LIPOPROTEIN-LIPASE,0
LIPOPROTEINS,0
Hemolysis,0
LIQUID PERMEABILITY,0
LIQUID WHOLE EGG,0
LIQUID-PHASE MICROEXTRACTION,0
LEONARDITE,0
LENTINUS-EDODES,0
Holstein bulls,0
LENGTH DENSITY DISTRIBUTION,0
LC-MS,0
LC-MS/MS,0
LEA proteins,0
LEACHING LOSSES,0
LEAD UPTAKE,0
LEADER SEQUENCE,0
LEAF APOPLAST,0
Host-plant volatiles,0
LEAF CONDUCTANCE,0
LEAF CURL DISEASE,0
LEAF CURL VIRUS,0
Host-pathogen interaction,0
LEAF DROP,0
LEAF ECONOMICS,0
LEAF NUTRIENTS,0
LEAF PROTEASES,0
LEAF SURFACE WETNESS,0
LEAF TISSUES,0
LEAF WATER-LOSS,0
LAYER-SPECIFIC GENE,0
LATITUDINAL VARIATION,0
LATHYRUS-SATIVUS L.,0
LARGE-SCALE PRODUCTION,0
LANDSCAPE CONTEXT,0
LANDSCAPE GENOMICS,0
LANDSCAPE IRRIGATION,0
LANTHANUM,0
LARGE ROUND BALES,0
LARGE-APERTURE SCINTILLOMETER,0
LARGE-INTESTINE,0
LARGE-SCALE,0
LARGE-SCALE USE,0
LATERAL ORGANS,0
LARVAL HELIOTHIS-ZEA,0
LARVAL PARASITOIDS,0
LARVICIDAL ACTIVITY,0
LASER BIOSTIMULATION,0
LASER-INDUCED FLUORESCENCE,0
LASER-SCANNING MICROSCOPY,0
LATE-GESTATION I.,0
LATERAL LEAFLET SUPPRESSION1 (LLS1),0
LEAF-BLIGHT,0
LEAF-SPOT,0
LEAFHOPPER HOMOPTERA,0
Homeodomain leucine zipper family,0
LEGUME SEEDS,0
LEGUME SILAGES,0
LEGUME SPECIES INTRODUCTION,0
Homeodomain-leucine zipper I,0
LEGUME-GRASS SWARDS,0
LEGUME-RHIZOBIUM,0
LEGUME-RHIZOBIUM MUTUALISM,0
LEGUMES LEGUMINOSAE,0
Homeobox genes,0
LEGUME ROOT-NODULES,0
LEGUMINOSARUM BIOVAR TRIFOLII,0
LEGUMINOSARUM BV TRIFOLII,0
LEGUMINOSARUM BV VICIAE,0
LEGUMINOUS CROPS,0
LEGUMINOUS SHRUBS,0
LELOIR PATHWAY,0
LEMNA-MINOR,0
LENGTH CDNA MICROARRAY,0
LEGUME SANCTIONS,0
LEGUME PROPORTIONS,0
LEAFROLLERS LEPIDOPTERA,0
Homology cloning,0
Horse feed additive,0
LEAFY VEGETABLES,0
LEAFY-COTYLEDON1-LIKE,0
LEAFY-COTYLEDON2,0
Homoploid hybrid speciation,0
LECTIN-LIKE GLYCOPROTEIN,0
LED lighting,0
LEED..PEEDs,0
LEGHEMOGLOBIN GENE VFLB29,0
LEGUME PARASPONIA-ANDERSONII,0
LEGIONELLA-PNEUMOPHILA,0
LEGUME COMMUNITIES,0
Homoionic clay,0
LEGUME DECLINE,0
LEGUME EVOLUTION,0
LEGUME LOTUS-JAPONICUS,0
LEGUME MEDICAGO-TRUNCATULA,0
LEGUME MIXTURES,0
LOCOMOTOR-ACTIVITY,0
LOCUS ANALYSIS,0
LOCUS-C,0
Halo-tolerant,0
Leaf features,0
Leaf parameters,0
HYPERSENSITIVE CELL-DEATH,0
Leaf traits,0
HYPERPARASITISM,0
Leaf water relations,0
Leaf: Stem ratio,0
Leafcutting bee,0
HYPERKETONEMIA,0
HYPERACCUMULATOR THLASPI-CAERULESCENS,0
Leaked geologically stored CO2,0
HYPERACCUMULATOR PTERIS-VITTATA,0
Legume improvement,0
Legume oil production,0
Legume proteomics,0
Legume root development,0
HYPERA-POSTICA COLEOPTERA,0
HYPER-ACCUMULATOR,0
Legume viruses,0
Leaf cutter bee,0
HYPOCOTYL CULTURES,0
HYPOCOTYL ROT,0
Lateral organs,0
Landsat time series,0
Landsat-8 data,0
Hairy roots,0
Hair sheep,0
Large round baler,0
Habitat loss,0
Habitat effects,0
HYPOXIC CONDITIONS,0
HYPOTHESES,0
Leaf and inflorescence productions,0
Lateral roots,0
"Laying hens, eggs, sprouts",0
Lc-bHLH gene,0
Lc-transgene,0
Leachate water quality,0
HYPOPHOSPHATEMIA,0
Lead-210,0
Leaf Na+,0
Legume-Rhizobium,0
Legume-crop rotation,0
Legume-rhizobium,0
HYDRAULIC-PROPERTIES,0
Lignin-downregulated alfalfa,0
Lignin-modified transgenics,0
Liming recommendation,0
Liming superficial application,0
HYDROCHLORIC-ACID SOLUTION,0
Linear mixed effects model,0
HYDROCHAR,0
HYDROCARBONS,0
HYDRAULIC LIFT,0
HYDROGEN ABSTRACTION,0
Lipid droplets,0
HYDRAULIC CONDITIONS,0
HYDRATION-DEHYDRATION,0
Lipo-chitooligosaccharide,0
HYBRID SPECIATION,0
HYBRID PERFORMANCE,0
Lipoperoxidation,0
Liquid cellular proteins,0
Lignin structure,0
HYDROGEN PERMEATION,0
Legume-rhizobium symbiosis,0
HYDROPHOBIC ORGANIC CONTAMINANTS,0
HYMENOPTERA-MEGACHILIDAE,0
Legumes rhizosphere,0
Leguminous crops,0
Lemon albedo,0
HYDROXYCINNAMIC ACIDS,0
HYDROXYBENZOIC ACIDS,0
Lettuce necrotic yellows virus,0
Level of concentrates,0
LiDAR,0
Light-induced protein,0
HYDROPHILINS,0
HYDROPATHY,0
HYDROLYSATE PREPARATION,0
HYDROLOGIC PROCESSES,0
Light and water competition,0
HYDROGEN-OXIDIZING BACTERIA,0
Light fraction C,0
Light spectrum,0
Land-use change,0
Land suitability analysis,0
LOCUS-T,0
Land plants,0
LOTS,0
LOTUS-CORNICULATUS L.,0
LOTUS-JAPONICUS NODULES,0
LOTUS-PEDUNCULATUS,0
LOW DRY-MATTER,0
LOW-ABUNDANT PROTEINS,0
LOW-INPUT,0
LOW-NUTRITIVE FEEDSTUFF,0
LOW-QUALITY,0
LOW-QUALITY FORAGES,0
LOW-RISK,0
LOW-TEMPERATURE,0
LOW-TEMPERATURE STRESS,0
LOW-TEMPERATURE TOLERANCE,0
LOWRY,0
LRR GENES,0
LUCERNE SAPONINS,0
LUMINESCENCE PROPERTIES,0
LUPIN NODULES,0
LOPHOPYRUM-ELONGATUM,0
LOOSE NANOFILTRATION MEMBRANES,0
LOOP-HELIX PROTEINS,0
LONG-DISTANCE CONTROL,0
LOCUS-T HOMOLOG,0
LOCUS-T PROMOTER,0
LOLIUM-RIGIDUM,0
Heat stable proteins,0
Heat shock proteins,0
LONG NONCODING RNAS,0
LONG-CHAIN ALCOHOLS,0
LONG-DISTANCE,0
LONG-DISTANCE MOVEMENT,0
LONGUM FRUIT,0
LONG-DISTANCE TRANSPORT,0
LONG-TERM,0
LONG-TERM APPLICATION,0
LONG-TERM DROUGHT,0
LONG-TERM EXPOSURE,0
LONG-TERM TILLAGE,0
LONG-TERM TRENDS,0
LONGISSIMUS-DORSI,0
LUPIN-WHEAT ROTATIONS,0
LUPINI SP-NOV,0
LUPINUS-ANGUSTIFOLIUS,0
Harding grass,0
Labile soil organic matter,0
Lactating Dairy Cows,0
Lactating dairy cows,0
Lactating goats,0
Harvesting losses,0
Harvest-induced gene,0
Harvest-induced,0
Lactobacillus Inoculants,0
Lactobacillus spp.,0
LYSM-TYPE,0
Hard seeds,0
Lady beetles,0
Lady bird beetles,0
Haralick's descriptors,0
Haplo-diploidisation,0
Lamb nutrition,0
Land equivalent ratio,0
Land equivalent ratio (LER),0
Label-free protein quantification,0
LYSINE-KETOGLUTARATE REDUCTASE,0
LUPINUS-ANGUSTIFOLIUS L.,0
LYCOPERSICON-ESCULENTUM CULTIVARS,0
Hay pellets,0
Hay Soaking,0
LUTEOVIRUS,0
LUTEOVIRUS TRANSMISSION,0
LUXR HOMOLOG,0
LWAs,0
LYCOPERSICON PENNELLII,0
LYCOPERSICON-ESCULENTUM,0
LYGOCORIS-COMMUNIS,0
LYSINE METABOLISM,0
LYGOCORIS-PABULINUS,0
LYGUS-LINEOLARIS,0
LYGUS-LUCORUM,0
LYGUS-RUGULIPENNIS,0
LYMPHOCYTE-PROLIFERATION,0
LYMPHOMA,0
Hattar industries,0
LYSINE CATABOLISM,0
Humic substances,0
LAND-USE EFFICIENCY,0
LAND-COVER,0
INDUCED OXIDATIVE DAMAGE,0
ISOPRENOID BIOSYNTHESIS,0
ISOTHIOCYANATE RELEASE,0
ISOTOPE DISCRIMINATION,0
ISOTOPE RATIO ANALYSIS,0
INDUCED CITRATE SECRETION,0
ISR,0
ISSR markers,0
ISSUES,0
INDUCED CITRATE EXUDATION,0
INDUCED CHEMICAL-CHANGES,0
INDUCED CELL-DEATH,0
ITURIN-A,0
IVERMECTIN,0
IVYLEAF MORNING GLORY,0
INDUCED ANTIOXIDANT DEFENSE,0
INDOLEACETIC-ACID,0
Idole-3-acetic acid,0
INDOLE-3-ACETIC-ACID BIOSYNTHETIC PATHWAYS,0
Ile de France,0
ISOMERS,0
INDUCED DECLINE,0
ISOFLAVONOIDS,0
IRRIGATING FORAGE CROPS,0
IRON-DEFICIENCY CHLOROSIS,0
IRON-MOLYBDENUM COFACTOR,0
IRON-SULFUR PROTEINS,0
INDUCED MODULATION,0
INDUCED LEAF SENESCENCE,0
IRRIGATED LEGUMES,0
INDUCED IRON-DEFICIENCY,0
IRRIGATED PASTURE,0
INDUCED INHIBITION,0
INDUCED ENDOCYTOSIS,0
IRRIGATION RESPONSE,0
INDUCED HEAT TOLERANCE,0
ISCHEMIA/REPERFUSION INJURY,0
INDUCED FLUORESCENCE DETECTION,0
INDUCED FEEDING SITES,0
ISOCITRATE LYASE,0
ISOFLAVAN,0
ISOFLAVONE SYNTHASE,0
INDOLE-3-ACETALDOXIME,0
INDIVIDUAL CELLS,0
Image classification,0
Incomplete lineage sorting,0
INCEPTISOLS,0
In vitro plant regeneration,0
INBRED POPULATION,0
INBRED LINES,0
INACTIVATE PATHOGENS,0
In-situ micro-X-ray fluorescence spectrometry,0
In-vitro germination,0
IN-VITRO TECHNIQUES,0
IN-VITRO BIOACCESSIBILITY,0
In vitro gas production kinetics,0
Indeterminate root nodule,0
IN-SITU STABILIZATION,0
Indirect abundance index,0
IN-SITU PHYTOREMEDIATION,0
Individual plant biomass,0
Indole acetic acid (IAA) content,0
IN-SITU HYBRIDIZATION,0
IN-SITU DYNAMICS,0
INCINERATOR FLY-ASH,0
INCOMING LARVAE,0
INDIRECT FACILITATION,0
INDEHISCENT,0
Imaging Mass Spectrometry,0
INDIGENOUS POPULATIONS,0
Immature rats,0
INDICA RICE,0
Immunocytochemistry,0
Improved regeneration,0
INDIAN MUSTARD PLANTS,0
INDEPENDENT PATHWAYS,0
In situ GUS localization,0
INCOMPATIBLE INTERACTIONS,0
INCUBATION TEMPERATURES,0
INCREASING LEVELS,0
INCREASING AMOUNTS,0
In vitro antibiosis tests,0
INCREASES RESISTANCE,0
INCREASES FIBER YIELD,0
INCREASED COMPETITIVE ABILITY,0
INCREASED ACCUMULATION,0
IRON STARVATION,0
INDUCED OXIDATIVE STRESS,0
Inducible promoters,0
INDUCED POINT MUTATIONS,0
INTACT SEEDLINGS,0
INTEGRATED ASSESSMENT,0
INTEGRATING COTTON,0
INTEGRATOR FT,0
INTENSITY HARVEST MANAGEMENT,0
INTERACTIVE TREE,0
INTERCELLULAR COMMUNICATION,0
INTERFERING RNA BIOGENESIS,0
INTERFERON-GAMMA,0
INFERRING PHYLOGENY,0
INTERLAYER POTASSIUM,0
INTERLEUKIN-13,0
INTERNAL DETOXIFICATION,0
INTERNAL MARKERS,0
INTERNAL-FIXATION,0
INTERNODAL CELLS,0
INTERPHASE NUCLEI,0
INTERRILL EROSION,0
INTERSPECIFIC INTERACTIONS,0
INFLORESCENCE-DEFICIENT,0
INFRARED MICROSPECTROSCOPY,0
INSOLUBILIZATION,0
INORGANIC SELENIUM,0
INITIATION-FACTOR 5A,0
INHIBITING HERBICIDES,0
INNATE IMMUNE-RESPONSE,0
INGESTA TURNOVER,0
INOCULANT PRODUCTION,0
INOCULANT RHIZOBIA,0
INOCULATED LETTUCE LEAVES,0
INFRARED-SPECTROSCOPY,0
INOSITOL 1-PHOSPHATE SYNTHASE,0
INSERTION-SEQUENCE,0
INOSITOLS,0
INPUT SYSTEMS,0
INSECT GROWTH-REGULATOR,0
INSECT INJURY,0
INSECT INTERACTIONS,0
INSECT NATURAL ENEMIES,0
INSECT RESPONSES,0
INSECT TRANSMISSION,0
INTERTEXTA L MILL,0
INTESTINAL AVAILABILITY,0
INTESTINAL CARCINOGENESIS,0
IONIZING-RADIATION,0
ION BATTERIES,0
ION FLUXES,0
INDUCED THERMOTOLERANCE,0
ION SUPPRESSION,0
ION-BINDING-PROPERTIES,0
ION-EXCHANGE PROPERTIES,0
ION-SELECTIVE ELECTRODE,0
ION-TRANSPORT,0
IONOPHORES,0
INDUCTIVELY-COUPLED PLASMA,0
IONS,0
IOP,0
INDUCED SYSTEMIC RESISTANCE,0
IOWA CORNFIELDS,0
INDUCED SENESCENCE,0
INDUCED RESISTANCE,0
INDUCED REDUCTION,0
INDUCED PROLINE ACCUMULATION,0
INDUCIBLE-PROTEIN,0
INDUSTRIAL APPLICATIONS,0
INTESTINAL PERMEABILITY,0
INTRODUCED PARASITE,0
INTIMIN TYPES,0
INTRA-SHOOT,0
INTRACELLULAR SUBSTANCES,0
INTRACELLULAR-DISTRIBUTION,0
INTRAMUSCULAR LIPIDS,0
INTRARADICES,0
INTRASPECIFIC VARIABILITY,0
INTRINSIC PROTEINS,0
INTRODUCED POPULATIONS,0
INVITRO INSERTIONAL MUTAGENESIS,0
INTRODUCED RHIZOBIA,0
INTRODUCING ENDOPHYTIC BACTERIA,0
INFECTED-CELLS,0
INFECTED NODULE CELLS,0
INVASIVE PROSOPIS-JULIFLORA,0
INFANT FORMULA,0
INEFFECTIVE STRAINS,0
INEFFECTIVE ALFALFA NODULES,0
Induced tolerance,0
IN-SILICO,0
LAMINITIS,0
JMJ30/JMJD5 ortholog,0
KIN SELECTION,0
KINASE GSCBRLK,0
KINASE SOS2,0
KINASE-A PATHWAY,0
KINETIC-ENERGY,0
KINETIC/AFFINITY INTERACTION CONSTANTS,0
KINETOCHORE,0
KLEBSIELLA-AEROGENES,0
Hydrogen-oxidizing bacteria,0
KNOTTED CLASS,0
KNOTTED1-LIKE HOMEOBOX GENE,0
Hydrogen gas (H-2),0
KNOX GENES,0
KNOX HOMEOBOX GENES,0
KNOX genes,0
KRAFT LIGNIN,0
KUNITZ PROTEINASE-INHIBITORS,0
KUNITZ TRYPSIN-INHIBITOR,0
KURA CLOVER-GRASS,0
Hydrogen-rich water,0
KEGG pathways,0
KEEPING QUALITY,0
Hyper Ammonia Producing Bacteria,0
Hyperparasitism,0
Hyperlipidemic BRL cells,0
Hyperestrogenicity,0
JmjC domain-containing protein,0
Juglans regia x nigra,0
Hyper-arid region,0
K+ HOMEOSTASIS,0
K+ TRANSPORT,0
K+ transport to shoots,0
KAURENE SYNTHETASE,0
K+-EFFLUX,0
K+-NUTRITION,0
K-nearest neighbors imputation (KNNI),0
KAIROMONE,0
KALE BRASSICA-OLERACEA,0
Hydroxycinnamic acid esters,0
KAPPA-B,0
KASTAMONU,0
Kaolin,0
Kashmir bee virus (KBV),0
Kayseri alfalfa,0
LACTATE UTILIZATION,0
LA-VIOLADA IRRIGATION,0
LAACHER SEE,0
LAB inoculants,0
LABILE ORGANIC-CARBON,0
LABLAB LABLAB PURPUREUS,0
LABLAB-PURPUREUS,0
LACTASE-PHLORHIZIN HYDROLASE,0
LACTATE METABOLISM,0
LACTATING DAIRY-CATTLE,0
L929 fibroblasts,0
LACTATING HOLSTEIN COWS,0
LACTATING SOWS,0
LACTIC-ACID PRODUCTION,0
LACTOBACILLUS-BUCHNERI 40788,0
LACTOBACILLUS-CASEI,0
LACTOGLOBULIN TRYPTIC PEPTIDES,0
Humulus scandens,0
LAM. LEAVES,0
LA-ICP-MS,0
L. POPULATIONS,0
Hydrocarbons,0
L-CYSTEINE DETERMINATION,0
Kinetics,0
Kinetics of gas,0
Koehia prostrata L.,0
Kuno's model,0
L CV SPARKLE,0
L GAERTN GROWTH,0
L-ASCORBIC-ACID,0
L-CANAVANINE,0
L-GLUTAMATE,0
L. PLANTS,0
L-METHIONINE SYNTHETASE,0
L. BART.,0
L. COLLEMBOLA,0
L. CROPS,0
L. CULTIVARS,0
L. FLAVONOIDS,0
L. MILLSP.,0
L. OROBANCHACEAE,0
JUGLANS-REGIA L.,0
Hyperparasitoids,0
Industrial biomass use,0
JAZ1,0
IMMUNOMODULATION,0
IMMUNOMARKING,0
Intensive agricultural fields,0
IMMUNOGOLD LOCALIZATION,0
IMMUNOGLOBULIN-G,0
Internodes,0
Interseeded alfalfa,0
Interspecific hybridization,0
Interventions,0
IMMUNOCYTOCHEMICAL LOCALIZATION,0
Intra- and interspecific variations,0
Intra-radical mycelium,0
Intracellular Ca2+,0
Intranasal administration,0
Intraradical community,0
Intraspecific differences,0
Introduced pest,0
Intron length polymorphism,0
IMMOBILIZATION,0
Insulin resistance,0
IMMUNOSTIMULATORY POLYSACCHARIDES,0
IMPATIENS,0
Ingrowth-core,0
Ineffective nitrogen fixation mutant,0
IN-GROUND BEEF,0
Infection events,0
IN-FLIGHT ORIENTATION,0
Infection threads,0
Infective juveniles (IJs),0
IMPROVES SURVIVAL,0
IMPROVES SALT TOLERANCE,0
IMPROVES DROUGHT,0
Insecticidal protein,0
"Inhibitors of ethylene biosynthesis (SA, AVG) and action (1-MCP, NBD)",0
IMPROVED POPULATIONS,0
IMPROVED OIL-RECOVERY,0
IMPLANTATION,0
Inorganic ions,0
Inorganic phosphate (Pi) supply,0
Insect infestation,0
Insect pathogen,0
Invasive species,0
IMMATURE EMBRYOS,0
Inverted-Y,0
Issue 49,0
ICP analysis,0
ICHNEUMONIDAE,0
Isoflavones,0
Isoprenyl diphosphate synthases,0
I-TASSER,0
Isozyme activities,0
Israeli acute paralysis virus (IAPV),0
Issue 100,0
Issue 80,0
Isoenzymes,0
Issue 85,0
Hysplit aerial trajectory model,0
Iwao's patchiness regression,0
J-5 Escherichia coli antibody titer,0
JAMZAD,0
JAPONICUS ROOT-NODULES,0
JASMONATES BIOSYNTHESIS,0
Hyphal growth model,0
Isoflavane glycosides,0
ICP-AES,0
IMIDAZOLEGLYCEROL-PHOSPHATE DEHYDRATASE,0
Iron deficiency chlorosis (IDC),0
Ion-beam,0
Ionic equilibrium,0
Ionomics,0
IMAC,0
Iranian alfalfa ecotypes,0
Iranian safflower seed,0
ILR1,0
ILLUMINATED LEAVES,0
Iron oxides,0
ICP-OES,0
Iron reductase,0
Irradiance transition,0
ILLEGITIMATE RECOMBINATION,0
III SECRETION SYSTEM,0
III PEROXIDASES,0
IGE-BINDING,0
IFN-gamma,0
Irrigation systems,0
Liquid chromatography/mass spectrometry,0
Liquid chromatography/tandem mass spectrometry,0
Listeria monocytogenes,0
HEMOLYTIC-UREMIC SYNDROME,0
MULTIPURPOSE FODDER TREES,0
MULTIPURPOSE TREES,0
MULTISITE ASSESSMENT,0
MULTISTATE OUTBREAK,0
MULTIVARIATE GEOSTATISTICAL ANALYSIS,0
MUNG BEAN SPROUTS,0
MUNICIPAL WASTE-WATER,0
HELIX-LOOP-HELIX,0
HELICOVERPA-ARMIGERA,0
HELICOVERPA,0
MUSTARD BRASSICA-JUNCEA,0
MUTANT SOYBEAN PLANTS,0
HELICOBACTER-PYLORI,0
MYB transcription factors,0
MYCOBACTERIUM,0
MYCOBACTERIUM-TUBERCULOSIS,0
MYCORRHIZA-INDUCED RESISTANCE,0
HELIANTHUS-ANNUUS L.,0
HEIHE RIVER-BASIN,0
HELMINTHS,0
MULTIPLE TYPES,0
MULTIPLE TESTS,0
MULTIENZYME,0
HEMOGLOBIN GENES,0
MTP gene,0
HEMIPTERA-MIRIDAE,0
HEMIPTERA(HOMOPTERA)-MEMBRACIDAE,0
MULE,0
MULTICATALYTIC PROTEINASE,0
MULTICRITERIA DECISION-ANALYSIS,0
MULTIDRUG EFFLUX PUMP,0
MULTIFOLIATE-PINNA,0
MULTIPLE SHOOT INDUCTION,0
MULTIFOLIATE-PINNA MFP,0
MULTILOCUS GENOTYPE DATA,0
MULTILOCUS SEQUENCE-ANALYSIS,0
MULTIPLE APPLICATIONS,0
MULTIPLE COMPLEX PATTERNS,0
MULTIPLE CROPS,0
MULTIPLE HERBIVORES,0
MULTIPLE INFECTIONS,0
HEBELOMA-CYLINDROSPORUM,0
MYCORRHIZAL ROOTS,0
HEAVY-METAL UPTAKE,0
Malwa neglecta,0
Maine-et-Loire,0
HEATING VALUES,0
HEAT-STABLE PROTEOME,0
Maize pest abundance,0
HEAT-SHOCK-PROTEIN-70,0
HEAT-SHOCK,0
HEAT-PRODUCTION,0
Malic acid isomers,0
HEAT-PROCESSING METHODS,0
HEAVY-METAL ACCUMULATION,0
HEAT-FLUX,0
HEALTH-STATUS,0
HEALTH-BENEFITS,0
HEALTH ICF,0
HEAD BLIGHT,0
Manure rate,0
HE-NE-LASER,0
HD-ZIPIII gene family,0
Maillard reaction,0
Magnetic nanoparticles,0
MYCOTOXINS BEAUVERICIN,0
Macro and Micro Nutrients,0
MYO-INOSITOL-1-PHOSPHATE SYNTHASE,0
MYOINOSITOL MONOPHOSPHATASE,0
MYOSIN,0
MYOSTATIN,0
MYOSUROIDES HUDS. GERMINATION,0
MYRICA-GALE,0
MYZUS-PERSICAE,0
Machinery patterns,0
Macro and micro mineral content,0
HEAVY-METAL CONTENT,0
Macro-minerals,0
HEAVY-METAL TRANSPORT,0
HEAVY-METAL POLLUTION,0
Macrophomina spp.,0
Macrosclereids,0
Madison,0
Maghreb,0
HEAVY-METAL DETOXIFICATION,0
MTENOD11 EXPRESSION,0
MSPD extraction,0
Marker genes,0
HENS,0
HETEROBLASTY,0
MOISTURE DECLINE,0
MOISTURE SORPTION ISOTHERMS,0
MOISTURE-CONTENT LIMIT,0
MOLASSES,0
HET-CAM,0
HESPERUS KNIGHT HEMIPTERA,0
MOLECULAR CHAPERONES,0
HESPERUS HETEROPTERA,0
MOLECULAR DIAGNOSTICS,0
HESPERUS HEMIPTERA,0
MOLECULAR DRIVE,0
MOLECULAR PHYLOGENETIC APPROACH,0
MOLECULAR RESPONSES,0
MOLECULAR SPECTROSCOPIC FEATURES,0
MOLECULAR SYSTEMATICS,0
MOLECULAR-BASES,0
MOLECULAR-BASIS,0
MOLECULAR-BIOLOGY,0
HETEROCHROMATIN,0
MODULATING STOMATAL DENSITY,0
HETERODERA-GLYCINES,0
HETEROPTERAN PREDATORS,0
MITIGATION STRATEGIES,0
HEXAFLUORIDE SF6 TRACER,0
HETEROTROPHIC NITRIFICATION,0
MITOCHONDRIAL CITRATE SYNTHASE,0
MITOCHONDRIAL PROCESSING PEPTIDASE,0
MITOTIC INHIBITOR CCS52,0
MIXED FEEDS,0
MIXED FORAGES,0
MIXED MICROORGANISMS,0
MODIFIED ATMOSPHERE,0
MIXED RATION SILAGE,0
MIXED RATIONS,0
MIXED-DIET,0
MIXED-FARMING SYSTEMS,0
MIXING SAINFOIN,0
HETEROPLASMY,0
MME,0
MODEL SELECTION,0
MOLECULAR-CLONING,0
MOLECULAR-INTERACTIONS,0
MOLECULAR-PATTERNS,0
MOUNTAIN PASTURES,0
MORTALITY FACTORS,0
MOSAIC-VIRUS,0
MOSAIC-VIRUS INFECTION,0
MOSQUITO AEDES-AEGYPTI,0
MOSQUITO CULEX-PIPIENS,0
MOTIF-CONTAINING PROTEINS,0
MOTILITY GENES,0
HERBACEOUS LAYER,0
HEPATOGENOUS PHOTOSENSITIZATION,0
MORPHOPHYSIOLOGICAL TRAITS,0
MOUTH-DISEASE VIRUS,0
MOVEMENT PATTERNS,0
MOXIDECTIN,0
MRBAYES,0
MRL-LPR/LPR MICE,0
MS fragmentation pattern,0
MS/MS,0
HEPATITIS-A VIRUS,0
HERBAGE N-ALKANES,0
MORPHOLOGICAL-CHARACTERISTICS,0
MOLECULAR-WEIGHT SUCCINOGLYCAN,0
HERBS,0
MOLECULE SEQUENCING READS,0
MOLECULES MEDIATING RECOGNITION,0
MOLLICUTES,0
MONITORING EVAPOTRANSPIRATION,0
MONITORING EXPRESSION PROFILES,0
MONOCOT PLANTS,0
MONODISPERSE SILVER NANOPARTICLES,0
